kind,path,file,participant,image_id,code,matched_fixation_csv,code_meme,code_person,code_politik,code_ort,code_text
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id026_ort_processed_heatmap.png,P000_id026_ort_processed_heatmap.png,000,026,01000,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id026_ort_01000.csv,0,1,0,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id027_ort_processed_heatmap.png,P000_id027_ort_processed_heatmap.png,000,027,01000,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id027_ort_01000.csv,0,1,0,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id028_ort_processed_heatmap.png,P000_id028_ort_processed_heatmap.png,000,028,01000,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id028_ort_01000.csv,0,1,0,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id029_ort_processed_heatmap.png,P000_id029_ort_processed_heatmap.png,000,029,01000,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id029_ort_01000.csv,0,1,0,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id030_ort_processed_heatmap.png,P000_id030_ort_processed_heatmap.png,000,030,01000,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id030_ort_01000.csv,0,1,0,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id031_ort_processed_heatmap.png,P000_id031_ort_processed_heatmap.png,000,031,01000,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id031_ort_01000.csv,0,1,0,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id032_ort_processed_heatmap.png,P000_id032_ort_processed_heatmap.png,000,032,01000,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id032_ort_01000.csv,0,1,0,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id033_person_processed_heatmap.png,P000_id033_person_processed_heatmap.png,000,033,00101,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id033_person_00101.csv,0,0,1,0,1
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id034_person_processed_heatmap.png,P000_id034_person_processed_heatmap.png,000,034,00101,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id034_person_00101.csv,0,0,1,0,1
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id035_person_processed_heatmap.png,P000_id035_person_processed_heatmap.png,000,035,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id035_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id036_person_processed_heatmap.png,P000_id036_person_processed_heatmap.png,000,036,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id036_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id037_person_processed_heatmap.png,P000_id037_person_processed_heatmap.png,000,037,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id037_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id038_person_processed_heatmap.png,P000_id038_person_processed_heatmap.png,000,038,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id038_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id039_person_processed_heatmap.png,P000_id039_person_processed_heatmap.png,000,039,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id039_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id040_person_processed_heatmap.png,P000_id040_person_processed_heatmap.png,000,040,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id040_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id041_person_processed_heatmap.png,P000_id041_person_processed_heatmap.png,000,041,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id041_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id042_person_processed_heatmap.png,P000_id042_person_processed_heatmap.png,000,042,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id042_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id043_person_processed_heatmap.png,P000_id043_person_processed_heatmap.png,000,043,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id043_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id044_person_processed_heatmap.png,P000_id044_person_processed_heatmap.png,000,044,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id044_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id045_person_processed_heatmap.png,P000_id045_person_processed_heatmap.png,000,045,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id045_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id046_person_processed_heatmap.png,P000_id046_person_processed_heatmap.png,000,046,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id046_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id047_person_processed_heatmap.png,P000_id047_person_processed_heatmap.png,000,047,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id047_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id048_person_processed_heatmap.png,P000_id048_person_processed_heatmap.png,000,048,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id048_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id049_person_processed_heatmap.png,P000_id049_person_processed_heatmap.png,000,049,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id049_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id050_person_processed_heatmap.png,P000_id050_person_processed_heatmap.png,000,050,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id050_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id051_person_processed_heatmap.png,P000_id051_person_processed_heatmap.png,000,051,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id051_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id052_person_processed_heatmap.png,P000_id052_person_processed_heatmap.png,000,052,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id052_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id053_person_processed_heatmap.png,P000_id053_person_processed_heatmap.png,000,053,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id053_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id054_person_processed_heatmap.png,P000_id054_person_processed_heatmap.png,000,054,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id054_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id055_person_processed_heatmap.png,P000_id055_person_processed_heatmap.png,000,055,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id055_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id056_person_processed_heatmap.png,P000_id056_person_processed_heatmap.png,000,056,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id056_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id057_person_processed_heatmap.png,P000_id057_person_processed_heatmap.png,000,057,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id057_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id058_person_processed_heatmap.png,P000_id058_person_processed_heatmap.png,000,058,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id058_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id059_person_processed_heatmap.png,P000_id059_person_processed_heatmap.png,000,059,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id059_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id060_person_processed_heatmap.png,P000_id060_person_processed_heatmap.png,000,060,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id060_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id061_person_processed_heatmap.png,P000_id061_person_processed_heatmap.png,000,061,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id061_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id062_person_processed_heatmap.png,P000_id062_person_processed_heatmap.png,000,062,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id062_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id063_person_processed_heatmap.png,P000_id063_person_processed_heatmap.png,000,063,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id063_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id064_person_processed_heatmap.png,P000_id064_person_processed_heatmap.png,000,064,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id064_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id065_person_processed_heatmap.png,P000_id065_person_processed_heatmap.png,000,065,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id065_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id066_person_processed_heatmap.png,P000_id066_person_processed_heatmap.png,000,066,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id066_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id067_person_processed_heatmap.png,P000_id067_person_processed_heatmap.png,000,067,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id067_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id068_person_processed_heatmap.png,P000_id068_person_processed_heatmap.png,000,068,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id068_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id069_person_processed_heatmap.png,P000_id069_person_processed_heatmap.png,000,069,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id069_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id070_person_processed_heatmap.png,P000_id070_person_processed_heatmap.png,000,070,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id070_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id071_person_processed_heatmap.png,P000_id071_person_processed_heatmap.png,000,071,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id071_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id072_person_processed_heatmap.png,P000_id072_person_processed_heatmap.png,000,072,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id072_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id073_person_processed_heatmap.png,P000_id073_person_processed_heatmap.png,000,073,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id073_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id074_person_processed_heatmap.png,P000_id074_person_processed_heatmap.png,000,074,00101,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id074_person_00101.csv,0,0,1,0,1
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id075_person_processed_heatmap.png,P000_id075_person_processed_heatmap.png,000,075,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id075_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id076_person_processed_heatmap.png,P000_id076_person_processed_heatmap.png,000,076,00101,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id076_person_00101.csv,0,0,1,0,1
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id077_person_processed_heatmap.png,P000_id077_person_processed_heatmap.png,000,077,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id077_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id078_person_processed_heatmap.png,P000_id078_person_processed_heatmap.png,000,078,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id078_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id079_person_processed_heatmap.png,P000_id079_person_processed_heatmap.png,000,079,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id079_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id080_person_processed_heatmap.png,P000_id080_person_processed_heatmap.png,000,080,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id080_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id081_person_processed_heatmap.png,P000_id081_person_processed_heatmap.png,000,081,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id081_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id082_person_processed_heatmap.png,P000_id082_person_processed_heatmap.png,000,082,00101,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id082_person_00101.csv,0,0,1,0,1
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id083_person_processed_heatmap.png,P000_id083_person_processed_heatmap.png,000,083,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id083_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id084_person_processed_heatmap.png,P000_id084_person_processed_heatmap.png,000,084,00101,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id084_person_00101.csv,0,0,1,0,1
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id085_person_processed_heatmap.png,P000_id085_person_processed_heatmap.png,000,085,00101,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id085_person_00101.csv,0,0,1,0,1
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id086_person_processed_heatmap.png,P000_id086_person_processed_heatmap.png,000,086,00100,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id086_person_00100.csv,0,0,1,0,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id087_person_processed_heatmap.png,P000_id087_person_processed_heatmap.png,000,087,00101,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id087_person_00101.csv,0,0,1,0,1
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id088_politik_processed_heatmap.png,P000_id088_politik_processed_heatmap.png,000,088,00111,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id088_politik_00111.csv,0,0,1,1,1
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id089_politik_processed_heatmap.png,P000_id089_politik_processed_heatmap.png,000,089,00110,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id089_politik_00110.csv,0,0,1,1,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id090_politik_ncc_processed_heatmap.png,P000_id090_politik_ncc_processed_heatmap.png,000,090,00110,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id090_politik_00110.csv,0,0,1,1,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id091_politik_ncc_processed_heatmap.png,P000_id091_politik_ncc_processed_heatmap.png,000,091,00110,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id091_politik_00110.csv,0,0,1,1,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id092_politik_processed_heatmap.png,P000_id092_politik_processed_heatmap.png,000,092,00111,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id092_politik_00111.csv,0,0,1,1,1
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id093_politik_processed_heatmap.png,P000_id093_politik_processed_heatmap.png,000,093,00110,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id093_politik_00110.csv,0,0,1,1,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id094_politik_processed_heatmap.png,P000_id094_politik_processed_heatmap.png,000,094,00110,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id094_politik_00110.csv,0,0,1,1,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id095_politik_processed_heatmap.png,P000_id095_politik_processed_heatmap.png,000,095,00110,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id095_politik_00110.csv,0,0,1,1,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id096_politik_processed_heatmap.png,P000_id096_politik_processed_heatmap.png,000,096,00110,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id096_politik_00110.csv,0,0,1,1,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id097_politik_processed_heatmap.png,P000_id097_politik_processed_heatmap.png,000,097,00110,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id097_politik_00110.csv,0,0,1,1,0
heatmaps,c:\Users\SWixforth\Uni\eye-tracking-ai\visualization\heatmaps\P000_id098_politik_processed_heatmap.png,P000_id098_politik_processed_heatmap.png,000,098,00110,c:\Users\SWixforth\Uni\eye-tracking-ai\fixations\P000_id098_politik_00110.csv,0,0,1,1,0
